version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone SE,2022-04-25_07-10-06,ios,1.8.2,7b419191-1993-4143-aa77-0fe9148595f4,Accelerometer|Gravity|Gyroscope|Annotation,0|0|0|
