time,seconds_elapsed,z,y,x
1650870606648356600,0.170356689453125,-0.08695873700678348,-0.019515432330965993,0.06783858760371804
1650870606658365700,0.18036572265625,-0.06320610549747943,-0.03243687322437763,0.04614011214524507
1650870606668375800,0.190375732421875,-0.05537292765378952,-0.004262333619594574,0.04399710876718163
1650870606678385700,0.2003857421875,-0.11704583223462105,-0.021947043392062184,0.044706718341261144
1650870606688395800,0.210395751953125,-0.14223814115822314,-0.06557225010693073,0.14307619941756128
1650870606698404600,0.220404541015625,-0.11399228988289832,-0.07090075165331364,0.10808365036100148
1650870606708414500,0.23041455078125,-0.05757072995901107,-0.03636135319173336,0.004506079247593879
1650870606718424600,0.240424560546875,-0.01710194144845009,-0.010140285742282866,-0.0612481032975018
1650870606728434700,0.2504345703125,-0.0355839390784502,0.006101239484548568,-0.019828736063838004
1650870606738443500,0.260443603515625,-0.10420622440576553,-0.03488718898594379,-0.00934153658002615
1650870606748453600,0.27045361328125,-0.09834463889598846,-0.0430956298828125,-0.005942834052443504
1650870606758463700,0.280463623046875,-0.07621697824001311,-0.04220423400104046,0.05634615660011768
1650870606768473600,0.2904736328125,-0.045615503749251364,-0.08342822479307652,0.05082520122155547
1650870606778483700,0.300483642578125,-0.0547112488746643,-0.06938041021823883,-0.00024009236618876455
1650870606788492800,0.310492919921875,-0.05202127913832664,-0.034059505990147586,-0.048017888715863224
1650870606798502700,0.320502685546875,-0.1333306120812893,0.004095744881033897,-0.0205031281940639
1650870606808512800,0.3305126953125,-0.2050128695011139,0.023153496572375296,-0.03331482510268688
1650870606818522600,0.340522705078125,-0.09540274022519588,-0.008563245683908462,-0.11150485698133707
1650870606828531700,0.35053173828125,-0.16055355004966257,0.0351221667855978,-0.18273250250145792
1650870606838541800,0.360541748046875,-0.141940034994483,0.0011766425639390945,-0.10220599049925803
1650870606848581600,0.37058154296875,-0.053473231512308116,-0.08924772472679615,0.04698474627584219
1650870606858591500,0.380591552734375,0.04959726686179638,-0.0813718767851591,0.07402370597943664
1650870606868601600,0.3906015625,0.08981880261301994,-0.03375438556373119,0.024328970092535016
1650870606878611500,0.400611572265625,0.07838438540697097,0.030050270348787305,-0.04732537640705704
1650870606888620500,0.41062060546875,0.02143500221669674,0.0428472080796957,-0.034717093116045
1650870606898630700,0.420630615234375,-0.029511341166496275,0.001835398733615875,0.001995557731389999
1650870606908640500,0.430640625,0.004457563930749893,-0.011924246549606322,-0.036140403917431826
1650870606918650600,0.440650634765625,0.022744915771484374,-0.020157237365841865,-0.011074643982946872
1650870606928660700,0.45066064453125,-0.028313071292638776,-0.00839081172645092,-0.05497603729069232
1650870606938669600,0.460669677734375,-0.08906067772209644,0.04335574212372303,-0.12563231266364455
1650870606948679700,0.4706796875,-0.07152268294394015,0.11546645408868789,-0.17574688139781355
1650870606958689800,0.480689697265625,-0.03448269983828067,-0.010308043524622917,-0.10687544361501931
1650870606968699600,0.49069970703125,0.0029296237111091613,-0.07167582767903805,-0.05513064333051443
1650870606978708700,0.500708740234375,0.13584873238205908,-0.05856617073714733,-0.007857143241167068
1650870606988718800,0.51071875,0.18040099081397057,-0.11328034222126006,0.05506941466256976
1650870606998728700,0.520728759765625,0.2112871274650097,-0.13224281684458256,0.06449672982990741
1650870607008738600,0.530738525390625,0.27185528567433354,0.0485503881573677,-0.1282540394693613
1650870607018747600,0.54074755859375,0.3458054880261421,0.02065115836262703,-0.18268208748847245
1650870607028757500,0.550757568359375,0.5041659119457006,0.032305940321087835,-0.2333155655302107
1650870607038767600,0.560767578125,0.6020633915960788,0.23611352568566799,-0.5009865512572229
1650870607048777500,0.570777587890625,1.0383043528288602,0.3156687084376812,-0.7095400159746408
1650870607058786600,0.58078662109375,0.598605360096693,0.3702051852673292,-0.33499081015363336
1650870607068787000,0.590786865234375,0.4846037178635597,0.09103986884057522,0.31290742703080177
1650870607078796800,0.600796875,-0.6684604020893573,-0.06667407386898994,0.13683745115846394
1650870607088807000,0.610806884765625,-0.8721844008237123,-0.02714578107893467,1.7426006229311226
1650870607098816800,0.620816650390625,-0.4395516932159662,-0.22740005787611006,1.2768179253935814
1650870607108825900,0.630825927734375,0.37252924430072304,0.27707681971490383,0.6147688516512513
1650870607118836000,0.6408359375,1.1314163517683744,0.9167077254220842,0.2029829711087048
1650870607128845800,0.650845703125,1.8442022177964448,1.1985846388950943,-0.10716288225427269
1650870607138856000,0.66085595703125,1.9115104979157447,1.2110422616690397,0.09867284793704748
1650870607148865000,0.670864990234375,1.6029752946197986,1.0182993834152818,0.87604925955832
1650870607158905900,0.68090576171875,1.0546896704405546,0.8459265084952116,1.192850479157269
1650870607168915000,0.6909150390625,0.4031792341083288,0.5293906618341804,1.0824600131586193
1650870607178925000,0.700925048828125,-0.08273264374434948,0.4307736357375979,0.21259791780263185
1650870607188935200,0.71093505859375,-0.47776948792934415,0.22349048321694134,-0.8420718788936734
1650870607198945000,0.720945068359375,-1.466843653643131,1.8735954855412245,0.7693070869341492
1650870607208953900,0.730953857421875,-2.3492986885905265,2.981137917508185,0.46965983123183247
1650870607218964000,0.7409638671875,-2.8596839134424923,1.9852023415923117,-0.19226137834712861
1650870607228973800,0.750973876953125,-3.6923207322537897,0.8756322031900287,0.29603344911932944
1650870607238984000,0.76098388671875,-4.391634537768364,0.1282271514624357,1.72557817645967
1650870607248993800,0.770993896484375,-4.347752725943923,0.6169979258775711,3.178320824036002
1650870607259003000,0.7810029296875,-3.7447558528900142,1.6033859212473034,3.42745223672688
